	origin	dest	price	miles
2149	DFW	IND	54	761
2150	DFW	JAC	58	1047
2151	DFW	JAX	53.58	918
2152	DFW	JFK	51	1391
2153	DFW	KOA	318	3724
2154	DFW	LAS	50	1055
2155	DFW	LAX	50	1235
2156	DFW	LBB	80	282
2157	DFW	LGA	50	1389
2158	DFW	LIH	302.4	3847
2159	DFW	LIT	114.98	304
2160	DFW	MCI	53.87	460
2161	DFW	MCO	50	985
2162	DFW	MEM	50.55	431
2163	DFW	MFE	76.03	469
2164	DFW	MIA	52	1121
2165	DFW	MKE	52.5	853
2166	DFW	MKG	104	920
2167	DFW	MSO	62.5	1320
2168	DFW	MSP	50	852
2169	DFW	MSY	50	447
2170	DFW	MTJ	137.5	722
2171	DFW	MYR	50	1048
2172	DFW	OAK	50	1457
2173	DFW	OGG	294.66	3711
2174	DFW	OKC	51.82	175
2175	DFW	OMA	52	583
2176	DFW	ONT	50	1188
2177	DFW	ORD	50	802
2178	DFW	ORF	59	1212
2179	DFW	PBI	65	1102
2180	DFW	PDX	50	1616
2181	DFW	PHL	50	1303
2182	DFW	PHX	50	868
2183	DFW	PIT	50.5	1067
2184	DFW	PNS	59.62	604
2185	DFW	PSP	60.74	1126
2186	DFW	RDU	52.53	1061
2187	DFW	RIC	59	1158
2188	DFW	RNO	67	1345
2189	DFW	RSW	50	1017
2190	DFW	SAN	50	1171
2191	DFW	SAT	50.21	247
2192	DFW	SAV	50.19	925
2193	DFW	SBA	161	1316
2194	DFW	SDF	154	733
2195	DFW	SEA	50	1660
2196	DFW	SFO	50	1464
2197	DFW	SJC	52.57	1438
2198	DFW	SJU	51	2165
2199	DFW	SLC	51	989
2200	DFW	SMF	58	1431
2201	DFW	SNA	50	1205
2202	DFW	STL	50	550
2203	DFW	STX	56	2259
2204	DFW	TPA	50	929
2205	DFW	TUL	50	237
2206	DFW	TUS	52	813
2207	DFW	VPS	62.64	641
2208	DFW	XNA	56.92	280
2209	DLG	ANC	60	329
2210	DLH	IND	261	574
2211	DLH	MSP	405	144
2212	DLH	ORD	81	397
2213	DLH	SAV	126	1170
2214	DSM	ABQ	272	833
2215	DSM	ATL	52.08	743
2216	DSM	AZA	51.5	1138
2217	DSM	BDL	118	1082
2218	DSM	BNA	82	530
2219	DSM	BOS	127	1165
2220	DSM	BUR	284.2	1436
2221	DSM	BWI	95.1	910
2222	DSM	CLE	114.92	612
2223	DSM	CMH	135	574
2224	DSM	DAL	74.67	624
2225	DSM	DEN	50	589
2226	DSM	DFW	52.7	624
2227	DSM	DTW	145.36	533
2228	DSM	EWR	127.36	1017
2229	DSM	FLL	118	1315
2230	DSM	GEG	109.75	1245
2231	DSM	HOU	224.53	825
2232	DSM	JAX	145	1012
2233	DSM	LAS	50	1216
2234	DSM	LAX	65	1447
2235	DSM	LGA	121.66	1031
2236	DSM	MCI	153.5	164
2237	DSM	MCO	50	1141
2238	DSM	MDW	124.12	306
2239	DSM	MKE	141	311
2240	DSM	MSP	336	232
2241	DSM	MSY	132	818
2242	DSM	OAK	116.33	1539
2243	DSM	ONT	294	1402
2244	DSM	ORD	60	299
2245	DSM	PBI	170	1282
2246	DSM	PDX	143.45	1471
2247	DSM	PGD	50	1206
2248	DSM	PHL	153	972
2249	DSM	PHX	50	1150
2250	DSM	PIE	50	1126
2251	DSM	RDU	127.57	892
2252	DSM	RNO	144.82	1377
2253	DSM	SAT	102.22	870
2254	DSM	SEA	151.93	1465
2255	DSM	SFB	51	1124
2256	DSM	SFO	51	1549
2257	DSM	SJC	176	1532
2258	DSM	SMF	179.34	1486
2259	DSM	SNA	207.56	1429
2260	DSM	STL	50.79	259
2261	DSM	TUS	161	1154
2262	DTW	ABQ	116.11	1347
2263	DTW	ALB	55.52	489
2264	DTW	AMA	227.5	1100
2265	DTW	ATL	50	594
2266	DTW	ATW	220.5	296
2267	DTW	AUS	50	1149
2268	DTW	BDL	50.36	549
2269	DTW	BHM	103	625
2270	DTW	BNA	51.96	456
2271	DTW	BOI	184	1660
2272	DTW	BOS	50	632
2273	DTW	BUF	68	241
2274	DTW	BUR	157	1968
2275	DTW	BWI	50	409
2276	DTW	CHS	106.43	667
2277	DTW	CLE	105.86	95
2278	DTW	CLT	50	500
2279	DTW	CVG	57	229
2280	DTW	DAL	51	981
2281	DTW	DCA	50.38	405
2282	DTW	DEN	50	1123
2283	DTW	DFW	50	986
2284	DTW	DSM	195	533
2285	DTW	ECP	158	829
2286	DTW	EGE	192	1242
2287	DTW	ELP	51	1455
2288	DTW	EWR	57.65	488
2289	DTW	FLL	50	1127
2290	DTW	GEG	155.69	1703
2291	DTW	GRB	79.5	287
2292	DTW	GRR	51.57	120
2293	DTW	GSP	52.13	508
2294	DTW	GTF	133.5	1415
2295	DTW	HNL	174.42	4475
2296	DTW	HOU	74	1092
2297	DTW	HRL	121.13	1369
2298	DTW	IAD	82.6	383
2299	DTW	IAH	50	1075
2300	DTW	ICT	115	810
2301	DTW	IND	65.92	231
2302	DTW	ISP	51	540
2303	DTW	JAX	50	813
2304	DTW	JFK	54.94	509
2305	DTW	LAS	50	1749
2306	DTW	LAX	50	1979
2307	DTW	LBB	319	1165
2308	DTW	LEX	137	296
2309	DTW	LGA	50	502
2310	DTW	LIT	104.22	705
2311	DTW	MAF	170.44	1255
2312	DTW	MCI	50	629
2313	DTW	MCO	50	957
2314	DTW	MDW	56.04	228
2315	DTW	MEM	57.87	610
2316	DTW	MFE	169.5	1391
2317	DTW	MHT	62.26	610
2318	DTW	MIA	50	1145
2319	DTW	MKE	57	237
2320	DTW	MSN	60.05	311
2321	DTW	MSO	110.35	1541
2322	DTW	MSP	50	528
2323	DTW	MSY	50	926
2324	DTW	MYR	50	636
2325	DTW	OAK	50	2068
2326	DTW	OGG	389.18	4417
2327	DTW	OKC	142.34	900
2328	DTW	OMA	64	651
2329	DTW	ONT	94.5	1934
2330	DTW	ORD	50.27	235
2331	DTW	ORF	91.14	529
2332	DTW	PBI	51.5	1086
2333	DTW	PDX	50	1953
2334	DTW	PHL	50	453
2335	DTW	PHX	51	1671
2336	DTW	PIT	68.24	201
2337	DTW	PNS	102.39	837
2338	DTW	PVD	50.65	615
2339	DTW	PWM	68.23	668
2340	DTW	RDU	50	501
2341	DTW	RIC	482	456
2342	DTW	RNO	58.5	1903
2343	DTW	ROC	88	296
2344	DTW	RSW	50	1084
2345	DTW	SAN	50	1956
2346	DTW	SAT	57	1214
2347	DTW	SDF	96	306
2348	DTW	SEA	50	1927
2349	DTW	SFO	51	2079
2350	DTW	SJC	89	2062
2351	DTW	SJU	60	1930
2352	DTW	SLC	50.5	1481
2353	DTW	SMF	91	2013
2354	DTW	SNA	73	1960
2355	DTW	SRQ	103.47	1022
2356	DTW	STL	50	440
2357	DTW	SYR	83.59	374
2358	DTW	TLH	98	817
2359	DTW	TPA	50	983
2360	DTW	TTN	50	464
2361	DTW	TUL	115.97	789
2362	DTW	TUS	171	1664
2363	DTW	TVC	56.09	207
2364	DTW	TYS	129.5	443
2365	ECP	ABQ	162.44	1252
2366	ECP	AMA	168	983
2367	ECP	ATL	50.53	240
2368	ECP	AUS	95.51	710
2369	ECP	BDL	158	1081
2370	ECP	BNA	70.5	401
2371	ECP	BOS	166	1165
2372	ECP	BUR	178.94	1916
2373	ECP	BWI	91.6	798
2374	ECP	CAK	168	768
2375	ECP	CLE	164.69	793
2376	ECP	CMH	123.5	684
2377	ECP	CRP	301.71	730
2378	ECP	DAL	54	674
2379	ECP	DCA	169.16	769
2380	ECP	DEN	113.98	1250
2381	ECP	DTW	155	829
2382	ECP	ELP	166	1223
2383	ECP	HOU	54.26	571
2384	ECP	LAS	145.11	1739
2385	ECP	LAX	185	1920
2386	ECP	LBB	154.5	967
2387	ECP	LGA	132	981
2388	ECP	MAF	167.13	977
2389	ECP	MCI	131.27	797
2390	ECP	MDW	75.6	795
2391	ECP	MHT	170	1175
2392	ECP	MKE	98	876
2393	ECP	MSP	119.12	1080
2394	ECP	MSY	439	268
2395	ECP	OAK	272	2136
2396	ECP	OKC	191	768
2397	ECP	OMA	251.64	942
2398	ECP	PDX	173	2240
2399	ECP	PHL	179.93	886
2400	ECP	PHX	153.44	1551
2401	ECP	PIT	147.13	765
2402	ECP	PVD	310	1120
2403	ECP	PWM	151	1250
2404	ECP	RDU	200.42	556
2405	ECP	SAN	192.01	1853
2406	ECP	SEA	441.79	2264
2407	ECP	SNA	617	1889
2408	ECP	STL	67.19	634
2409	ECP	TUL	171.12	709
2410	EGE	ATL	60	1312
2411	EGE	BDL	185.5	1790
2412	EGE	BWI	319	1611
2413	EGE	CLE	196.5	1321
2414	EGE	DCA	315.37	1596
2415	EGE	DEN	82.17	120
2416	EGE	DFW	52.91	721
2417	EGE	DTW	202.5	1242
2418	EGE	EWR	155	1725
2419	EGE	IAD	247.5	1573
2420	EGE	IAH	169.5	934
2421	EGE	JFK	119.27	1746
2422	EGE	LAX	132.5	748
2423	EGE	LGA	249	1739
2424	EGE	MIA	165	1810
2425	EGE	ORD	51.23	1007
2426	EGE	PHL	181	1678
2427	EGE	PIT	221	1410
2428	EGE	SAV	186	1526
2429	ELM	EWR	231	174
2430	ELM	PIE	50	1035
2431	ELM	SFB	50	954
2432	ELP	ABQ	201	223
2433	ELP	AGS	79	1425
2434	ELP	ATL	51	1282
2435	ELP	AUS	50.12	528
2436	ELP	BHM	166	1148
2437	ELP	BNA	101.66	1167
2438	ELP	BOI	123.51	972
2439	ELP	BOS	187	2067
2440	ELP	BUF	152.94	1693
2441	ELP	BUR	91	715
2442	ELP	BWI	145	1741
2443	ELP	CHS	156	1538
2444	ELP	CLE	262	1508
2445	ELP	CLT	148.2	1482
2446	ELP	CRP	109.53	601
2447	ELP	DAL	51.06	562
2448	ELP	DCA	172.15	1719
2449	ELP	DEN	50	563
2450	ELP	DFW	50.91	551
2451	ELP	DTW	51.5	1455
2452	ELP	ECP	94.01	1223
2453	ELP	EWR	169.44	1888
2454	ELP	FLL	102.39	1633
2455	ELP	FNT	169.03	1457
2456	ELP	HOU	50.77	677
2457	ELP	HRL	120.28	653
2458	ELP	IAH	55.87	667
2459	ELP	IND	135.05	1249
2460	ELP	JAX	142.16	1462
2461	ELP	LAS	50	583
2462	ELP	LAX	50.5	715
2463	ELP	LBB	75.42	295
2464	ELP	LGA	143.04	1904
2465	ELP	LIT	102.09	843
2466	ELP	MAF	259	246
2467	ELP	MCI	87.77	834
2468	ELP	MCO	122.93	1516
2469	ELP	MDW	73.02	1237
2470	ELP	MEM	153	972
2471	ELP	MHT	571.8	2052
2472	ELP	MIA	125	1631
2473	ELP	MKE	166.21	1270
2474	ELP	MSY	94.88	965
2475	ELP	MYR	187.5	1599
2476	ELP	OAK	102	988
2477	ELP	OKC	118.55	563
2478	ELP	OMA	106.52	875
2479	ELP	ONT	73	670
2480	ELP	ORD	50	1236
2481	ELP	PDX	114	1288
2482	ELP	PHL	191	1824
2483	ELP	PHX	50	347
2484	ELP	PIT	133.48	1572
2485	ELP	PVD	368.88	2039
2486	ELP	RNO	104	920
2487	ELP	RSW	150	1528
2488	ELP	SAN	50	636
2489	ELP	SAT	50.36	496
2490	ELP	SDF	134.76	1247
2491	ELP	SEA	151.25	1368
2492	ELP	SFB	50.5	1514
2493	ELP	SFO	283.29	993
2494	ELP	SJC	93	964
2495	ELP	SJU	181	2674
2496	ELP	SLC	88.94	693
2497	ELP	SMF	118.06	981
2498	ELP	SNA	89	681
2499	ELP	STL	104	1022
2500	ELP	TPA	119.34	1452
2501	ELP	TTN	79	1850
2502	ELP	TUL	85.48	673
2503	ERI	DEN	186	1286
2504	EUG	AZA	50	971
2505	EUG	DEN	78.8	996
2506	EUG	EWR	231	2483
2507	EUG	FLL	187	2699
2508	EUG	LAS	50	700
2509	EUG	LAX	50	748
2510	EUG	OAK	50	445
2511	EUG	SAN	50.5	850
2512	EUG	SFO	55.68	451
2513	EUG	TPA	160	2502
2514	EVV	ATL	50.42	350
2515	EVV	FLL	123.83	931
2516	EVV	MIA	119	944
2517	EVV	MLB	155	792
2518	EVV	SFB	50	734
2519	EVV	VPS	51	524
2520	EWR	ABQ	114.76	1805
2521	EWR	ACK	261	218
2522	EWR	ANC	275.85	3370
2523	EWR	ATL	50	746
2524	EWR	AUS	50.15	1504
2525	EWR	AVL	50	583
2526	EWR	BDL	63	116
2527	EWR	BGR	111	393
2528	EWR	BIL	200.81	1756
2529	EWR	BNA	73	748
2530	EWR	BOI	171.67	2147
2531	EWR	BOS	50	200
2532	EWR	BQN	72.03	1585
2533	EWR	BTV	53	266
2534	EWR	BUF	58.5	282
2535	EWR	BUR	166	2444
2536	EWR	BWI	63	169
2537	EWR	BZN	70.55	1882
2538	EWR	CAK	86	382
2539	EWR	CHA	107	718
2540	EWR	CHS	58	628
2541	EWR	CID	107.5	915
2542	EWR	CLE	58.5	404
2543	EWR	CLT	50.38	529
2544	EWR	CMH	93	463
2545	EWR	CVG	50	569
2546	EWR	DAL	92.7	1365
2547	EWR	DCA	63	199
2548	EWR	DEN	69	1605
2549	EWR	DFW	51	1372
2550	EWR	DSM	142	1017
2551	EWR	DTW	53.68	488
2552	EWR	ECP	186	966
2553	EWR	EGE	87.77	1725
2554	EWR	ELP	247	1888
2555	EWR	EYW	108	1196
2556	EWR	FLL	50	1065
2557	EWR	GRR	251	605
2558	EWR	GSO	93	445
2559	EWR	GSP	50	594
2560	EWR	HDN	192.99	1728
2561	EWR	HNL	74.64	4962
2562	EWR	HOU	74	1411
2563	EWR	IAD	50.47	212
2564	EWR	IAH	50	1400
2565	EWR	IND	53.11	645
2566	EWR	ITH	245	172
2567	EWR	JAC	196	1874
2568	EWR	JAX	63.53	820
2569	EWR	KOA	59.5	4932
2570	EWR	LAS	50	2227
2571	EWR	LAX	51	2454
2572	EWR	MCI	67.72	1092
2573	EWR	MCO	50	937
2574	EWR	MDW	52.71	711
2575	EWR	MEM	267.25	946
2576	EWR	MHT	118	209
2577	EWR	MIA	50	1085
2578	EWR	MKE	61.79	725
2579	EWR	MSN	65	799
2580	EWR	MSP	50.02	1008
2581	EWR	MSY	50	1167
2582	EWR	MTJ	223.57	1795
2583	EWR	MYR	50	550
2584	EWR	OAK	105.5	2555
2585	EWR	OGG	431.04	4904
2586	EWR	OKC	226	1325
2587	EWR	OMA	54	1134
2588	EWR	ONT	151.52	2409
2589	EWR	ORD	52	719
2590	EWR	ORF	68	284
2591	EWR	PBI	59	1023
2592	EWR	PDX	52	2434
2593	EWR	PHX	67	2133
2594	EWR	PIT	63	319
2595	EWR	PSP	127	2358
2596	EWR	PVD	223	160
2597	EWR	PWM	50	284
2598	EWR	RDU	50	416
2599	EWR	RIC	476	277
2600	EWR	RNO	141.33	2390
2601	EWR	ROC	56	246
2602	EWR	RSW	50.76	1068
2603	EWR	SAN	54	2425
2604	EWR	SAT	58.72	1569
2605	EWR	SAV	50	708
2606	EWR	SBN	146	637
2607	EWR	SDF	130	642
2608	EWR	SEA	54	2402
2609	EWR	SFO	50.5	2565
2610	EWR	SJC	57	2548
2611	EWR	SJU	59	1608
2612	EWR	SLC	51	1969
2613	EWR	SMF	53	2500
2614	EWR	SNA	127	2434
2615	EWR	SRQ	58	1034
2616	EWR	STL	59.09	872
2617	EWR	STT	91.21	1634
2618	EWR	TPA	57.5	997
2619	EWR	TUL	209	1215
2620	EWR	TYS	50	631
2621	EWR	VPS	50	988
2622	EYW	ATL	54.44	646
2623	EYW	ATW	190.5	1411
2624	EYW	EWR	187	1196
2625	EYW	GRB	206.5	1420
2626	EYW	IND	160	1078
2627	EYW	MKE	103	1315
2628	EYW	ORD	343	1251
2629	EYW	SDF	70	967
2630	FAI	ANC	50.5	261
2631	FAI	CHS	320	3545
2632	FAI	HNL	67.48	3038
2633	FAI	JAX	397	3640
2634	FAI	MCO	227	3776
2635	FAI	MSP	148	2466
2636	FAI	ORD	331	2785
2637	FAI	SCC	171.99	373
2638	FAI	SEA	52	1533
2639	FAR	ATL	337.45	1123
2640	FAR	AZA	54	1220
2641	FAR	CLT	131	1153
2642	FAR	CVG	141.5	819
2643	FAR	DEN	51	627
2644	FAR	DFW	222	968
2645	FAR	IND	120.5	726
2646	FAR	LAS	55	1205
2647	FAR	LAX	58	1440
2648	FAR	MSP	77.52	223
2649	FAR	ORD	83	557
2650	FAR	RDU	144.5	1203
2651	FAR	SFB	51.5	1508
2652	FAR	SJU	645.72	2627
2653	FAT	DEN	50	844
2654	FAT	DFW	67.5	1313
2655	FAT	FLL	76	2432
2656	FAT	LAS	50	259
2657	FAT	PHX	62.36	493
2658	FAT	RDU	179.01	2267
2659	FAT	SEA	62.38	748
2660	FAT	SFO	89	158
2661	FAT	SJU	262.5	3478
2662	FAT	TPA	158	2242
2663	FAY	ATL	50.15	331
2664	FAY	IAD	285	284
2665	FAY	IAH	84	1020
2666	FAY	SAT	60	1205
2667	FCA	ATL	257	1842
2668	FCA	AUS	181	1527
2669	FCA	BWI	97	1962
2670	FCA	DEN	65.95	752
2671	FCA	LAS	50	845
2672	FCA	LAX	50	1014
2673	FCA	MSP	51	1026
2674	FCA	OAK	50	834
2675	FCA	ORD	149	1352
2676	FCA	PIT	179	1752
2677	FCA	RIC	221.19	1994
2678	FCA	SLC	53.05	531
2679	FLG	PHX	229	119
2680	FLL	ABE	51	1041
2681	FLL	ABQ	76	1688
2682	FLL	ACY	50	977
2683	FLL	ALB	68	1204
2684	FLL	AMA	200.65	1426
2685	FLL	ATL	50	581
2686	FLL	AUS	57.5	1105
2687	FLL	AVL	50	660
2688	FLL	BDL	50	1173
2689	FLL	BHM	78	650
2690	FLL	BLV	50.5	1028
2691	FLL	BNA	50	793
2692	FLL	BOI	168.33	2352
2693	FLL	BOS	50	1237
2694	FLL	BQN	50	982
2695	FLL	BTV	97.57	1327
2696	FLL	BUF	55.5	1166
2697	FLL	BUR	147.59	2341
2698	FLL	BWI	50	925
2699	FLL	BZN	217.34	2183
2700	FLL	CAK	51.5	1026
2701	FLL	CHA	73	687
2702	FLL	CHS	50	470
2703	FLL	CLE	50	1062
2704	FLL	CLT	50	632
2705	FLL	CMH	50	973
2706	FLL	CRP	150.74	1076
2707	FLL	CRW	50	852
2708	FLL	CVG	50	932
2709	FLL	DAL	51.4	1108
2710	FLL	DCA	50.41	899
2711	FLL	DEN	50	1703
2712	FLL	DFW	50	1119
2713	FLL	DSM	249	1315
2714	FLL	DTW	50	1127
2715	FLL	EGE	179.6	1805
2716	FLL	ELP	127	1633
2717	FLL	EUG	166	2699
2718	FLL	EVV	151.5	931
2719	FLL	EWR	50	1065
2720	FLL	FAT	76	2432
2721	FLL	FNT	50	1182
2722	FLL	GEG	197.4	2511
2723	FLL	GRR	51	1198
2724	FLL	GSO	51.71	691
2725	FLL	GSP	50	620
2726	FLL	HDN	53	1843
2727	FLL	HOU	50	957
2728	FLL	HPN	64	1097
2729	FLL	IAD	52.28	901
2730	FLL	IAG	50	1176
2731	FLL	IAH	50	966
2732	FLL	ICT	136.13	1288
2733	FLL	IND	50	1005
2734	FLL	ISP	51.5	1092
2735	FLL	JAX	50	319
2736	FLL	JFK	50.16	1069
2737	FLL	LAS	50	2173
2738	FLL	LAX	50	2343
2739	FLL	LBB	166	1399
2740	FLL	LBE	50	980
2741	FLL	LCK	50	961
2742	FLL	LEX	50	865
2743	FLL	LGA	50	1076
2744	FLL	LGB	77.5	2327
2745	FLL	MAF	170.13	1392
2746	FLL	MCI	50	1242
2747	FLL	MCO	50	177
2748	FLL	MDW	50	1167
2749	FLL	MEM	50	851
2750	FLL	MHT	77	1262
2751	FLL	MKE	50.5	1243
2752	FLL	MSP	50	1487
2753	FLL	MSY	50	674
2754	FLL	MYR	50	529
2755	FLL	OAK	57	2576
2756	FLL	OKC	78	1218
2757	FLL	OMA	97.57	1383
2758	FLL	ONT	125.7	2297
2759	FLL	ORD	50	1182
2760	FLL	ORF	50	781
2761	FLL	ORH	58	1211
2762	FLL	PBG	50	1334
2763	FLL	PDX	141.81	2694
2764	FLL	PHL	50	992
2765	FLL	PHX	51	1972
2766	FLL	PIT	50	994
2767	FLL	PVD	58	1188
2768	FLL	PWM	139.64	1332
2769	FLL	RDU	50.84	680
2770	FLL	RIC	50	805
2771	FLL	RNO	189.88	2461
2772	FLL	ROC	90	1183
2773	FLL	SAN	50	2269
2774	FLL	SAT	68.5	1145
2775	FLL	SDF	50	895
2776	FLL	SEA	50	2717
2777	FLL	SFO	50.53	2584
2778	FLL	SJC	111.85	2557
2779	FLL	SJU	50	1046
2780	FLL	SLC	54.66	2084
2781	FLL	SMF	185	2549
2782	FLL	SNA	125.3	2311
2783	FLL	STL	54	1057
2784	FLL	STT	50	1107
2785	FLL	STX	50	1140
2786	FLL	SWF	78	1118
2787	FLL	SYR	51	1197
2788	FLL	TPA	50	197
2789	FLL	TTN	51.5	1026
2790	FLL	TUL	111.09	1162
2791	FLL	TUS	169	1902
2792	FLL	TYS	50	708
2793	FLL	USA	50	643
2794	FNT	ABQ	159	1341
2795	FNT	ATL	51.5	645
2796	FNT	BHM	338	669
2797	FNT	BWI	88	452
2798	FNT	CLT	150	555
2799	FNT	DAL	113	998
2800	FNT	DEN	118	1105
2801	FNT	FLL	50	1182
2802	FNT	HOU	136.62	1119
2803	FNT	MCI	130.5	625
2804	FNT	MCO	75.91	1011
2805	FNT	MDW	57.47	221
2806	FNT	MSY	132	964
2807	FNT	MYR	50	692
2808	FNT	OMA	156.76	634
2809	FNT	PGD	51	1111
2810	FNT	PHX	135.67	1663
2811	FNT	PIE	50	1040
2812	FNT	RSW	116.5	1138
2813	FNT	SFB	50	988
2814	FNT	STL	129	453
2815	FNT	TPA	98	1036
2816	FNT	TUS	173.45	1660
2817	FSD	ATL	51	954
2818	FSD	AZA	51	1072
2819	FSD	BWI	131.5	1084
2820	FSD	DCA	198.5	1074
2821	FSD	DEN	50.5	483
2822	FSD	JAX	134.33	1224
2823	FSD	LAS	50	1104
2824	FSD	LAX	55	1340
2825	FSD	MSP	62.42	196
2826	FSD	ORD	153.5	462
2827	FSD	PIE	50	1334
2828	FSD	SAN	75	1336
2829	FSD	SFB	50	1334
2830	FWA	AZA	56	1546
2831	FWA	MYR	50.5	610
2832	FWA	PGD	51	986
2833	FWA	PIE	52	912
2834	FWA	SFB	50	870
2835	GEG	ABQ	98.53	1035
2836	GEG	ATL	185.5	1969
2837	GEG	AUS	86	1600
2838	GEG	BDL	212	2209
2839	GEG	BNA	205.43	1763
2840	GEG	BOI	51	287
2841	GEG	BUF	229.66	1899
2842	GEG	BUR	80.45	927
2843	GEG	BWI	124.18	2111
2844	GEG	CLE	132.74	1797
2845	GEG	CMH	196.69	1793
2846	GEG	DAL	91.74	1486
2847	GEG	DEN	50	836
2848	GEG	DFW	55	1477
2849	GEG	DSM	111.44	1245
2850	GEG	DTW	72.59	1703
2851	GEG	ELP	158.88	1239
2852	GEG	FLL	257	2511
2853	GEG	HOU	139.31	1716
2854	GEG	IAD	174	2082
2855	GEG	IND	148.93	1645
2856	GEG	LAS	50	806
2857	GEG	LAX	70.23	945
2858	GEG	LGA	201.93	2189
2859	GEG	LGB	95.35	953
2860	GEG	MAF	153.71	1350
2861	GEG	MCI	266.89	1277
2862	GEG	MCO	162	2346
2863	GEG	MDW	146.06	1511
2864	GEG	MKE	227.79	1471
2865	GEG	MSP	51	1175
2866	GEG	MSY	204	1892
2867	GEG	OAK	50.3	723
2868	GEG	OKC	129	1328
2869	GEG	OMA	115.53	1151
2870	GEG	ONT	94	936
2871	GEG	ORD	151	1498
2872	GEG	ORF	191	2215
2873	GEG	PDX	200	279
2874	GEG	PHL	97	2155
2875	GEG	PHX	51.53	1020
2876	GEG	PIT	99.05	1901
2877	GEG	RDU	138.33	2133
2878	GEG	RNO	73.24	572
2879	GEG	RSW	186	2420
2880	GEG	SAN	73.83	1027
2881	GEG	SAT	132.59	1610
2882	GEG	SDF	161.19	1725
2883	GEG	SEA	50	224
2884	GEG	SFO	55.03	733
2885	GEG	SJC	58.5	742
2886	GEG	SLC	56.17	546
2887	GEG	SMF	50	649
2888	GEG	SNA	93.57	962
2889	GEG	STL	147.67	1493
2890	GEG	TPA	165.07	2315
2891	GEG	TUS	122	1124
2892	GFK	AZA	50	1260
2893	GFK	LAS	50	1230
2894	GFK	MSP	254	284
2895	GFK	SFB	57	1573
2896	GJT	LAS	50	420
2897	GJT	LAX	50	655
2898	GNV	ATL	63.11	300
2899	GNV	MSN	149.5	1007
2900	GPT	ATL	51.52	352
2901	GPT	GSO	98.5	658
2902	GPT	GSP	84.5	505
2903	GPT	MSP	71	1024
2904	GPT	SFB	50	485
2905	GRB	ATL	106.11	774
2906	GRB	BOI	180.5	1394
2907	GRB	DCA	158.73	692
2908	GRB	DTW	53.92	287
2909	GRB	EYW	206.5	1420
2910	GRB	JAC	120.17	1124
2911	GRB	MSP	50.17	252
2912	GRB	ORD	81	173
2913	GRB	SRQ	162	1218
2914	GRB	TPA	118.09	1180
2915	GRI	AZA	50	905
2916	GRI	LAS	50	971
2917	GRR	ABQ	202.1	1253
2918	GRR	ATL	50.76	640
2919	GRR	AUS	149.84	1103
2920	GRR	AZA	53.5	1561
2921	GRR	BDL	178.89	659
2922	GRR	BNA	134.15	470
2923	GRR	BOI	233	1542
2924	GRR	BOS	161	740
2925	GRR	BWI	50.5	528
2926	GRR	CHS	133.73	750
2927	GRR	CMH	175.74	241
2928	GRR	DAL	131.56	927
2929	GRR	DCA	180.2	524
2930	GRR	DEN	50.5	1015
2931	GRR	DFW	73.99	931
2932	GRR	DTW	50.27	120
2933	GRR	EWR	391.15	605
2934	GRR	FLL	51.5	1198
2935	GRR	GTF	199.5	1295
2936	GRR	HOU	185.86	1061
2937	GRR	JAX	146.17	880
2938	GRR	LAS	60.5	1642
2939	GRR	LAX	175	1874
2940	GRR	LGA	87	618
2941	GRR	MCI	99	539
2942	GRR	MCO	50	1024
2943	GRR	MDW	52.82	137
2944	GRR	MSO	134	1421
2945	GRR	MSP	50.32	408
2946	GRR	MSY	137.77	927
2947	GRR	OAK	257	1955
2948	GRR	OKC	102.19	828
2949	GRR	OMA	102	544
2950	GRR	ORD	54	137
2951	GRR	ORF	129.23	644
2952	GRR	PBI	102	1158
2953	GRR	PDX	177.83	1833
2954	GRR	PGD	50	1118
2955	GRR	PHL	51	573
2956	GRR	PHX	51.5	1574
2957	GRR	PIE	51.5	1044
2958	GRR	PIT	114.98	319
2959	GRR	RDU	188	602
2960	GRR	RNO	197	1788
2961	GRR	RSW	51.5	1147
2962	GRR	SAN	161	1855
2963	GRR	SAT	227.01	1168
2964	GRR	SDF	116	325
2965	GRR	SEA	93.77	1807
2966	GRR	SFB	50.5	1001
2967	GRR	SJC	164.45	1950
2968	GRR	SJU	185.87	2035
2969	GRR	SLC	169.7	1367
2970	GRR	SMF	183	1899
2971	GRR	TLH	118.5	863
2972	GRR	TPA	54	1041
2973	GRR	TUL	180.32	720
2974	GSO	ATL	50.02	306
2975	GSO	CLT	241	83
2976	GSO	DEN	51	1370
2977	GSO	EWR	176	445
2978	GSO	FLL	53.19	691
2979	GSO	GPT	91	658
2980	GSO	IAD	415	239
2981	GSO	MCO	52	535
2982	GSO	MSY	76.5	731
2983	GSO	ORD	375	589
2984	GSO	PHL	56.34	365
2985	GSO	PIE	50	587
2986	GSO	SFB	50	510
2987	GSO	TPA	52	580
2988	GSP	ATL	50.87	153
2989	GSP	AUS	102	957
2990	GSP	BNA	79.25	265
2991	GSP	BOS	97	795
2992	GSP	BTR	91.5	601
2993	GSP	BWI	92	426
2994	GSP	CLE	183	450
2995	GSP	DAL	123	852
2996	GSP	DEN	51.5	1278
2997	GSP	DFW	58.05	862
2998	GSP	DTW	58.1	508
2999	GSP	EWR	123.5	594
3000	GSP	FLL	50	620
