	origin	dest	price	miles
1	ABE	ATL	52.47	692
2	ABE	FLL	51	1041
3	ABE	MYR	50	518
4	ABE	ORD	143	655
5	ABE	PGD	50	1018
6	ABE	PIE	50	970
7	ABE	PNS	139	963
8	ABE	SFB	50	882
9	ABI	DFW	409	158
10	ABQ	AGS	149.5	1412
11	ABQ	ATL	51	1269
12	ABQ	AUS	50	619
13	ABQ	BDL	196.38	1886
14	ABQ	BHM	229.72	1138
15	ABQ	BNA	118.37	1123
16	ABQ	BOI	124	781
17	ABQ	BOS	79.11	1974
18	ABQ	BTV	141.5	1881
19	ABQ	BUF	247.92	1588
20	ABQ	BUR	63.78	672
21	ABQ	BWI	121.21	1670
22	ABQ	CHS	72.5	1528
23	ABQ	CLE	162.02	1411
24	ABQ	CLT	303	1449
25	ABQ	CMH	137.85	1342
26	ABQ	CRP	205.35	734
27	ABQ	CVG	165.88	1241
28	ABQ	DAL	50.35	580
29	ABQ	DCA	121.01	1650
30	ABQ	DEN	50	349
31	ABQ	DFW	50.79	569
32	ABQ	DSM	100.55	833
33	ABQ	DTW	142.11	1347
34	ABQ	EWR	173.2	1805
35	ABQ	FLL	76	1688
36	ABQ	GEG	233.67	1035
37	ABQ	GRR	220.72	1253
38	ABQ	HOU	61.23	759
39	ABQ	HRL	151.07	807
40	ABQ	IAH	53.29	744
41	ABQ	IND	107	1161
42	ABQ	ISP	167	1861
43	ABQ	JAX	100.15	1480
44	ABQ	JFK	63	1826
45	ABQ	LAS	50	486
46	ABQ	LAX	50.5	677
47	ABQ	LBB	214	290
48	ABQ	LGB	239	664
49	ABQ	LIT	198	817
50	ABQ	MAF	119.48	332
51	ABQ	MCI	55.32	718
52	ABQ	MCO	50	1553
53	ABQ	MDW	75.71	1121
54	ABQ	MEM	127.86	942
55	ABQ	MHT	141.14	1955
56	ABQ	MKE	110.79	1142
57	ABQ	MSP	70.44	981
58	ABQ	MSY	136.37	1014
59	ABQ	OAK	52.21	889
60	ABQ	OKC	110.35	510
61	ABQ	OMA	79	725
62	ABQ	ONT	71.83	630
63	ABQ	ORD	53.16	1118
64	ABQ	ORF	186.75	1702
65	ABQ	PBI	110.5	1671
66	ABQ	PDX	86.9	1111
67	ABQ	PHL	170.14	1747
68	ABQ	PHX	50	328
69	ABQ	PIT	159	1486
70	ABQ	PNS	136.11	1172
71	ABQ	PVD	92.48	1950
72	ABQ	RDU	156	1565
73	ABQ	RNO	93.88	787
74	ABQ	ROC	191.3	1643
75	ABQ	RSW	166	1584
76	ABQ	SAN	50.5	628
77	ABQ	SAT	57.82	609
78	ABQ	SDF	109.57	1178
79	ABQ	SEA	53	1180
80	ABQ	SFO	92	896
81	ABQ	SJC	62	870
82	ABQ	SJU	132	2734
83	ABQ	SLC	53.54	493
84	ABQ	SMF	81.38	866
85	ABQ	SNA	68.25	650
86	ABQ	STL	113.6	934
87	ABQ	TPA	121.5	1498
88	ABQ	TUL	87.04	608
89	ABQ	TUS	272	321
90	ACK	BOS	53	91
91	ACK	DCA	64	405
92	ACK	JFK	51.41	199
93	ACY	ATL	50	679
94	ACY	FLL	50	977
95	ACY	MCO	50	852
96	ACY	MSY	50	1103
97	ACY	MYR	50	466
98	ACY	PBI	50.5	936
99	ACY	RSW	50	982
100	ACY	TPA	50	913
101	ADK	ANC	56.5	1192
102	ADQ	ANC	53.36	253
103	AGS	ABQ	148	1412
104	AGS	ATL	59.89	143
105	AGS	BHM	101.48	277
106	AGS	DFW	97	874
107	AGS	ELP	79	1425
108	AGS	HNL	196	4645
109	AGS	LAX	139	2090
110	AGS	LGA	324	678
111	AGS	LIT	94	596
112	AGS	PSP	233.5	1983
113	AGS	SAN	176.5	2035
114	AGS	SNA	198	2062
115	AGS	TUS	147.5	1684
116	AKN	ANC	60	288
117	ALB	ABQ	161	1834
118	ALB	ATL	58	853
119	ALB	AUS	166	1577
120	ALB	BHM	177	946
121	ALB	BNA	107	825
122	ALB	BUF	398	251
123	ALB	BUR	180	2457
124	ALB	BWI	51	289
125	ALB	CHS	112.93	760
126	ALB	CLE	129.64	424
127	ALB	CLT	53.99	646
128	ALB	CMH	127.81	509
129	ALB	CRP	215	1682
130	ALB	CVG	151	623
131	ALB	DAL	138.6	1428
132	ALB	DEN	51.5	1610
133	ALB	DTW	51.03	489
134	ALB	FLL	54.77	1204
135	ALB	HOU	117	1495
136	ALB	IND	120.25	683
137	ALB	JAC	501	1852
138	ALB	JAX	101	951
139	ALB	LAS	113	2237
140	ALB	LAX	106.52	2468
141	ALB	MCI	152.84	1115
142	ALB	MCO	51.5	1073
143	ALB	MDW	52.41	717
144	ALB	MEM	166	1019
145	ALB	MSP	51	980
146	ALB	MSY	104.18	1267
147	ALB	OAK	263.33	2548
148	ALB	ONT	83.5	2423
149	ALB	ORD	85	723
150	ALB	PBI	189.77	1163
151	ALB	PDX	171.62	2395
152	ALB	PGD	50	1185
153	ALB	PHX	165.42	2159
154	ALB	PIE	50	1138
155	ALB	PIT	142.62	368
156	ALB	PNS	108	1124
157	ALB	PSP	199.17	2374
158	ALB	RDU	84.47	544
159	ALB	RSW	51	1205
160	ALB	SAN	152.16	2445
161	ALB	SAT	172.71	1643
162	ALB	SDF	112.05	703
163	ALB	SEA	192.66	2356
164	ALB	SFB	50	1049
165	ALB	SJC	165.51	2544
166	ALB	SJU	114	1736
167	ALB	SLC	152	1960
168	ALB	SMF	142.48	2491
169	ALB	SNA	152	2449
170	ALB	STL	143.91	910
171	ALB	TPA	73.8	1130
172	ALB	TUS	155	2150
173	AMA	ATL	164.2	992
174	AMA	AUS	105.62	418
175	AMA	BNA	198.88	847
176	AMA	BUR	251	949
177	AMA	BWI	163.01	1403
178	AMA	CLT	220.26	1172
179	AMA	CMH	418.35	1081
180	AMA	CRP	155.2	570
181	AMA	DAL	50	323
182	AMA	DCA	195	1382
183	AMA	DEN	97.49	359
184	AMA	DFW	142	312
185	AMA	DTW	177.54	1100
186	AMA	ELP	93.03	358
187	AMA	FLL	153	1426
188	AMA	HOU	63.25	537
189	AMA	HRL	151.3	665
190	AMA	IND	546	901
191	AMA	LAS	54.1	758
192	AMA	LAX	127.51	955
193	AMA	LGA	171.58	1560
194	AMA	MCI	107.89	477
195	AMA	MCO	165	1285
196	AMA	MDW	148.58	880
197	AMA	MSY	153.34	758
198	AMA	OAK	201.45	1153
199	AMA	OKC	135	232
200	AMA	ONT	162.85	908
201	AMA	PHX	130.48	602
202	AMA	SAN	177.5	904
203	AMA	SAT	105.94	435
204	AMA	SEA	186.12	1357
205	AMA	SFO	146.3	1161
206	AMA	SJC	133.16	1136
207	AMA	SLC	113	679
208	AMA	SMF	166	1124
209	AMA	STL	118.61	672
210	AMA	TPA	368	1233
211	ANC	ABQ	285	2618
212	ANC	ADK	56.5	1192
213	ANC	ADQ	55	253
214	ANC	AKN	60	288
215	ANC	ATL	77	3417
216	ANC	BET	51.83	399
217	ANC	BRW	60	725
218	ANC	CDV	57	160
219	ANC	CLT	542.13	3445
220	ANC	CVG	460.08	3110
221	ANC	DAB	454	3783
222	ANC	DEN	135.99	2405
223	ANC	DFW	237	3043
224	ANC	DLG	56.05	329
225	ANC	EWR	311	3370
226	ANC	FAI	50	261
227	ANC	HNL	56.54	2777
228	ANC	IAH	241.5	3266
229	ANC	JAX	186	3687
230	ANC	JNU	52.5	571
231	ANC	KOA	62.32	2874
232	ANC	KTN	64	775
233	ANC	LAS	77.32	2304
234	ANC	LAX	51	2345
235	ANC	MLB	326	3859
236	ANC	MSP	52	2519
237	ANC	OGG	56.1	2797
238	ANC	OME	57.5	539
239	ANC	ORD	68.45	2846
240	ANC	OTZ	60	548
241	ANC	PDX	51	1542
242	ANC	PHX	57.43	2552
243	ANC	PSG	64	678
244	ANC	SCC	100.92	626
245	ANC	SEA	50.19	1448
246	ANC	SFO	207.42	2018
247	ANC	SIT	60.71	592
248	ANC	SLC	55	2125
249	ANC	WRG	58	708
250	ANC	YAK	56.9	373
251	ASE	LAX	275	737
252	ASE	ORD	466	1013
253	ATL	ABE	64.94	692
254	ATL	ABQ	50.48	1269
255	ATL	ACY	50	679
256	ATL	AGS	67.96	143
257	ATL	ALB	51	853
258	ATL	ANC	66	3417
259	ATL	ATW	51	765
260	ATL	AUS	50	813
261	ATL	AVL	63.03	164
262	ATL	AVP	69.18	714
263	ATL	BDL	51	859
264	ATL	BHM	50.14	134
265	ATL	BMI	288.5	533
266	ATL	BNA	50	214
267	ATL	BOI	182	1838
268	ATL	BOS	50	946
269	ATL	BTR	50.33	448
270	ATL	BTV	51	961
271	ATL	BUF	51.62	712
272	ATL	BUR	195.74	1941
273	ATL	BWI	50	577
274	ATL	BZN	139.98	1640
275	ATL	CAE	53.9	192
276	ATL	CAK	52.08	528
277	ATL	CHA	54.21	106
278	ATL	CHO	58.76	457
279	ATL	CHS	50.54	259
280	ATL	CID	56.54	694
281	ATL	CLE	50	554
282	ATL	CLT	50.38	226
283	ATL	CMH	50.07	447
284	ATL	COS	50	1184
285	ATL	CRW	57	363
286	ATL	CVG	50	373
287	ATL	DAB	57	366
288	ATL	DAL	50	721
289	ATL	DAY	50	432
290	ATL	DCA	50.08	547
291	ATL	DEN	50	1199
292	ATL	DFW	50	731
293	ATL	DSM	51.87	743
294	ATL	DTW	50	594
295	ATL	ECP	52.01	240
296	ATL	EGE	60	1312
297	ATL	ELP	51	1282
298	ATL	EVV	79	350
299	ATL	EWR	50	746
300	ATL	EYW	68	646
301	ATL	FAR	137.53	1123
302	ATL	FAY	56.81	331
303	ATL	FCA	147.81	1842
304	ATL	FLL	50	581
305	ATL	FNT	53.57	645
306	ATL	FSD	51.71	954
307	ATL	GEG	159.33	1969
308	ATL	GNV	54.66	300
309	ATL	GPT	57	352
310	ATL	GRB	81.16	774
311	ATL	GRR	51.54	640
312	ATL	GSO	52.65	306
313	ATL	GSP	50.26	153
314	ATL	HDN	60	1340
315	ATL	HNL	60	4502
316	ATL	HOU	50	696
317	ATL	HPN	51	780
318	ATL	HRL	147.57	942
319	ATL	HSV	58.79	151
320	ATL	IAD	50.03	534
321	ATL	IAH	50	689
322	ATL	ICT	51	782
323	ATL	ILM	68	377
324	ATL	IND	50.82	432
325	ATL	ISP	50	795
326	ATL	JAC	72.5	1572
327	ATL	JAN	50.57	341
328	ATL	JAX	50.5	270
329	ATL	JFK	51	760
330	ATL	KOA	235.5	4447
331	ATL	LAS	50	1747
332	ATL	LAX	50	1947
333	ATL	LBB	167.41	1001
334	ATL	LEX	51.38	304
335	ATL	LFT	56.29	503
336	ATL	LGA	50	762
337	ATL	LIH	245.82	4561
338	ATL	LIT	50	453
339	ATL	MAF	103.65	1040
340	ATL	MCI	50	692
341	ATL	MCO	50	404
342	ATL	MDT	52.13	620
343	ATL	MDW	50	591
344	ATL	MEM	50.84	332
345	ATL	MFR	155.53	2163
346	ATL	MHT	51	952
347	ATL	MIA	50	594
348	ATL	MKE	50	669
349	ATL	MLB	55.92	442
350	ATL	MOB	61.8	302
351	ATL	MSN	54.64	707
352	ATL	MSO	126.06	1800
353	ATL	MSP	50	907
354	ATL	MSY	50	425
355	ATL	MTJ	152	1352
356	ATL	MYR	51	317
357	ATL	OAK	91	2130
358	ATL	OGG	192.99	4431
359	ATL	OKC	50.09	761
360	ATL	OMA	51	821
361	ATL	ONT	57	1900
362	ATL	ORD	50	606
363	ATL	ORF	50.81	516
364	ATL	PBI	51.37	545
365	ATL	PDX	51	2172
366	ATL	PHF	57.88	508
367	ATL	PHL	50	666
368	ATL	PHX	51	1587
369	ATL	PIT	50.61	526
370	ATL	PNS	50.06	271
371	ATL	PSP	85	1840
372	ATL	PVD	50.2	903
373	ATL	PWM	51	1027
374	ATL	RDU	50.4	356
375	ATL	RIC	51.5	481
376	ATL	RNO	50.37	1993
377	ATL	ROA	58.12	357
378	ATL	ROC	51	749
379	ATL	RSW	53.04	515
380	ATL	SAN	51	1892
381	ATL	SAT	50	874
382	ATL	SAV	51.7	214
383	ATL	SBN	179	566
384	ATL	SDF	51.54	321
385	ATL	SEA	50	2182
386	ATL	SFO	50	2139
387	ATL	SHV	183	551
388	ATL	SJC	50	2116
389	ATL	SJU	50	1547
390	ATL	SLC	50	1590
391	ATL	SMF	51	2092
392	ATL	SNA	52.5	1919
393	ATL	SRQ	57.73	444
394	ATL	STL	50	484
395	ATL	STT	81	1599
396	ATL	STX	84.5	1638
397	ATL	SYR	50.31	794
398	ATL	TLH	50.72	223
399	ATL	TPA	50	406
400	ATL	TRI	62.61	227
401	ATL	TTN	50	701
402	ATL	TUL	53.2	674
403	ATL	TUS	51	1541
404	ATL	TVC	83.48	769
405	ATL	TYS	50.38	152
406	ATL	VPS	57	250
407	ATL	XNA	60.91	589
408	ATW	ATL	51	765
409	ATW	AZA	55	1452
410	ATW	BIL	70	984
411	ATW	BWI	289.5	705
412	ATW	BZN	213.5	1110
413	ATW	DTW	213	296
414	ATW	EYW	190.5	1411
415	ATW	LAS	53	1510
416	ATW	MSP	91.86	236
417	ATW	PDX	195.37	1662
418	ATW	PGD	51	1250
419	ATW	PIE	51.5	1173
420	ATW	SFB	51.5	1141
421	ATW	SRQ	135	1209
422	ATW	TPA	137	1171
423	AUS	ABQ	50	619
424	AUS	ALB	162.72	1577
425	AUS	AMA	63.19	418
426	AUS	ATL	50	813
427	AUS	BDL	117	1607
428	AUS	BHM	85.37	682
429	AUS	BNA	56.07	756
430	AUS	BOI	103.68	1375
431	AUS	BOS	52	1698
432	AUS	BUF	50.5	1366
433	AUS	BUR	92.38	1241
434	AUS	BWI	79.08	1342
435	AUS	BZN	89	1299
436	AUS	CHS	50	1055
437	AUS	CLE	50	1174
438	AUS	CLT	50.5	1032
439	AUS	CMH	50.5	1073
440	AUS	CVG	50	958
441	AUS	DAL	51	189
442	AUS	DCA	76.76	1315
443	AUS	DEN	50	775
444	AUS	DFW	51.88	190
445	AUS	DTW	50	1149
446	AUS	ECP	90.51	710
447	AUS	ELP	51	528
448	AUS	EWR	50.57	1504
449	AUS	FCA	148.5	1527
450	AUS	FLL	57.5	1105
451	AUS	FNT	138.55	1169
452	AUS	GEG	125.09	1600
453	AUS	GRR	105.61	1103
454	AUS	GSP	84.41	957
455	AUS	HOU	50.51	148
456	AUS	HRL	50.5	273
457	AUS	HYA	247	1717
458	AUS	IAD	50	1297
459	AUS	IAH	51.76	140
460	AUS	IND	50.5	919
461	AUS	ISP	68	1559
462	AUS	JAX	50	954
463	AUS	JFK	51	1521
464	AUS	LAS	50	1090
465	AUS	LAX	51	1242
466	AUS	LBB	50.5	341
467	AUS	LCK	51	1065
468	AUS	LGA	51	1520
469	AUS	LGB	60	1226
470	AUS	LIT	109.78	446
471	AUS	MAF	94.89	294
472	AUS	MCI	50.37	650
473	AUS	MCO	50	994
474	AUS	MDW	57.71	972
475	AUS	MEM	50.5	559
476	AUS	MHT	136	1692
477	AUS	MIA	57	1103
478	AUS	MKE	51.5	1032
479	AUS	MSP	50	1042
480	AUS	MSY	50	444
481	AUS	OAK	58	1497
482	AUS	OKC	90.95	358
483	AUS	OMA	51	772
484	AUS	ONT	50	1196
485	AUS	ORD	52.5	977
486	AUS	ORF	140	1319
487	AUS	PBI	87	1096
488	AUS	PDX	50.06	1715
489	AUS	PHL	50	1430
490	AUS	PHX	50	872
491	AUS	PIE	50.5	920
492	AUS	PIT	50.5	1210
493	AUS	PNS	75.58	626
494	AUS	PVD	50.5	1662
495	AUS	RDU	50	1162
496	AUS	RIC	107	1271
497	AUS	RNO	51	1405
498	AUS	ROC	177	1418
499	AUS	RSW	104	1001
500	AUS	SAN	50	1164
501	AUS	SDF	53	876
502	AUS	SEA	50	1770
503	AUS	SFB	50	994
504	AUS	SFO	53.5	1504
505	AUS	SJC	50	1476
506	AUS	SJU	137.18	2146
507	AUS	SLC	51	1086
508	AUS	SMF	89.29	1481
509	AUS	SNA	51.5	1209
510	AUS	STL	63.17	721
511	AUS	TPA	50.5	928
512	AUS	TTN	58	1462
513	AUS	TUL	99.14	426
514	AUS	TUS	94.8	797
515	AUS	VPS	50	666
516	AVL	ATL	77.27	164
517	AVL	BOS	100.5	783
518	AVL	BWI	50	414
519	AVL	DEN	53.5	1248
520	AVL	EWR	50	583
521	AVL	FLL	50	660
522	AVL	MCO	50.5	488
523	AVL	PGD	50	588
524	AVL	PIE	50	519
525	AVL	PNS	96.5	435
526	AVL	SFB	50	465
527	AVL	TPA	50.5	514
528	AVP	ATL	54.85	714
529	AVP	ORD	138	632
530	AVP	PIE	71	1006
531	AVP	PNS	136	985
532	AVP	SFB	57	920
533	AZA	ATW	55	1452
534	AZA	BIL	50	878
535	AZA	BIS	53	1092
536	AZA	BLI	50	1208
537	AZA	BLV	50	1272
538	AZA	BOI	50	749
539	AZA	BZN	50	861
540	AZA	CID	50	1240
541	AZA	CVG	50.5	1553
542	AZA	DSM	51.5	1138
543	AZA	EUG	50.5	971
544	AZA	FAR	57.5	1220
545	AZA	FSD	51.5	1072
546	AZA	FWA	56	1546
547	AZA	GFK	50	1260
548	AZA	GRI	50	905
549	AZA	GRR	53.5	1561
550	AZA	GTF	50	978
551	AZA	ICT	50	855
552	AZA	IDA	50.5	704
553	AZA	IND	50	1473
554	AZA	LAS	50	276
555	AZA	MCI	50	1030
556	AZA	MEM	50	1245
557	AZA	MFR	51	875
558	AZA	MKE	52	1448
559	AZA	MLI	50	1288
560	AZA	MOT	50	1164
561	AZA	MSO	50	948
562	AZA	OAK	50	668
563	AZA	OGD	50	544
564	AZA	OMA	51	1026
565	AZA	PIA	55	1312
566	AZA	PIE	54.5	1760
567	AZA	PSC	50	977
568	AZA	PVU	50	477
569	AZA	RAP	50	873
570	AZA	RFD	55	1373
571	AZA	SBN	55	1501
572	AZA	SCK	50	625
573	AZA	SDF	50	1490
574	AZA	SGF	50	1066
575	AZA	SGU	53.5	278
576	AZA	STC	53	1259
577	BDL	ABQ	160.65	1886
578	BDL	ATL	51	859
579	BDL	AUS	128.78	1607
580	BDL	BHM	126	961
581	BDL	BNA	100.61	852
582	BDL	BOI	103.5	2192
583	BDL	BUF	98.95	317
584	BDL	BWI	50	283
585	BDL	CHS	99.69	743
586	BDL	CID	158.5	979
587	BDL	CLE	90	476
588	BDL	CLT	50	644
589	BDL	CMH	92	550
590	BDL	DAL	172.94	1463
591	BDL	DCA	50.5	313
592	BDL	DEN	73	1671
593	BDL	DFW	66	1471
594	BDL	DSM	108	1082
595	BDL	DTW	50.36	549
596	BDL	ECP	169	1081
597	BDL	EGE	185.5	1790
598	BDL	ELP	178.92	1978
599	BDL	EWR	97.28	116
600	BDL	FLL	50	1173
601	BDL	GRR	254.3	659
602	BDL	GSP	145	709
603	BDL	HOU	96.18	1519
604	BDL	IAD	50.86	326
605	BDL	IAH	243.77	1507
606	BDL	IND	131.2	729
607	BDL	JAC	195	1922
608	BDL	JAX	110	935
609	BDL	KOA	519.75	4992
610	BDL	LAS	54	2297
611	BDL	LAX	61.44	2527
612	BDL	MCI	107	1169
613	BDL	MCO	50	1050
614	BDL	MDW	52.07	777
615	BDL	MEM	82.55	1049
616	BDL	MIA	50	1194
617	BDL	MKE	107.57	780
618	BDL	MOB	131.5	1161
619	BDL	MSP	50	1050
620	BDL	MSY	141.97	1279
621	BDL	MYR	50	664
622	BDL	OAK	257	2614
623	BDL	OKC	166	1415
624	BDL	OMA	111.5	1199
625	BDL	ONT	149	2482
626	BDL	ORD	50.91	783
627	BDL	ORF	106	396
628	BDL	PBI	60.5	1133
629	BDL	PDX	166.16	2470
630	BDL	PHL	50	196
631	BDL	PHX	157	2213
632	BDL	PIT	73.77	406
633	BDL	RDU	51.63	532
634	BDL	RNO	171	2447
635	BDL	RSW	50	1180
636	BDL	SAN	202.92	2502
637	BDL	SAT	151.73	1673
638	BDL	SDF	108.26	738
639	BDL	SEA	138.2	2432
640	BDL	SFO	107	2625
641	BDL	SJC	247.51	2609
642	BDL	SJU	69	1666
643	BDL	SMF	173.06	2558
644	BDL	STL	78	957
645	BDL	TPA	50	1111
646	BET	ANC	51.98	399
647	BFL	DEN	126.57	845
648	BGR	EWR	182	393
649	BGR	JFK	50	382
650	BGR	ORD	207.26	978
651	BGR	PIE	52	1394
652	BGR	RDU	140	809
653	BGR	SFB	56	1299
654	BHM	ABQ	176.67	1138
655	BHM	AGS	94.05	277
656	BHM	ALB	120.91	946
657	BHM	AMA	206.62	861
658	BHM	ATL	53.04	134
659	BHM	AUS	95.42	682
660	BHM	BDL	185.11	961
661	BHM	BOS	96.45	1050
662	BHM	BUF	120.47	779
663	BHM	BWI	51.07	682
664	BHM	CLE	97.47	604
665	BHM	CMH	92	492
666	BHM	CRP	165.17	754
667	BHM	DAL	50.78	587
668	BHM	DCA	97.74	653
669	BHM	DEN	50	1083
670	BHM	DTW	87.05	625
671	BHM	ELP	109.45	1148
672	BHM	FLL	70.18	650
673	BHM	FNT	173.21	669
674	BHM	HOU	50.59	570
675	BHM	HRL	160.46	826
676	BHM	ILM	121	511
677	BHM	IND	146.69	425
678	BHM	ISP	107	902
679	BHM	LAS	104.7	1618
680	BHM	LAX	140.02	1815
681	BHM	LBB	166	868
682	BHM	LGA	103.39	866
683	BHM	MAF	161.16	906
684	BHM	MCI	59.17	594
685	BHM	MCO	50	479
686	BHM	MDW	50.06	570
687	BHM	MHT	226.64	1051
688	BHM	MKE	191.8	650
689	BHM	MSP	207	854
690	BHM	MSY	97	321
691	BHM	MYR	83	451
692	BHM	OAK	146.16	2005
693	BHM	OKC	92	632
694	BHM	ORF	109.9	639
695	BHM	PDX	165.77	2064
696	BHM	PHL	56	772
697	BHM	PHX	114.2	1455
698	BHM	PIT	101.54	598
699	BHM	PVD	79.6	1009
700	BHM	RNO	188.86	1871
701	BHM	SAN	142	1759
702	BHM	SAT	96.81	744
703	BHM	SJC	191.27	1990
704	BHM	SJU	176	1652
705	BHM	SLC	263.54	1472
706	BHM	SMF	163.55	1968
707	BHM	STL	102	411
708	BHM	TPA	50.7	459
709	BIL	AZA	50	878
710	BIL	DEN	56.9	455
711	BIL	EWR	217.5	1756
712	BIL	LAS	50	754
713	BIL	LAX	51	970
714	BIL	LGA	168	1768
715	BIL	MSP	51.44	748
716	BIL	OMA	141	706
717	BIL	SAN	70	1013
718	BIL	SLC	57	387
719	BIS	ABQ	59	865
720	BIS	AZA	53	1092
721	BIS	BWI	139.5	1322
722	BIS	DEN	50	516
723	BIS	IAD	166.5	1294
724	BIS	LAS	50	1048
725	BIS	MKE	96.5	683
726	BIS	MSP	78	386
727	BIS	PIT	140	1112
728	BIS	SFB	52	1628
729	BKG	DEN	50.36	665
730	BLI	AZA	50	1208
731	BLI	BUR	78	1030
732	BLI	DEN	50	1075
733	BLI	KOA	72.5	2732
734	BLI	LAS	50	954
735	BLI	LAX	50	1047
736	BLI	OAK	50	764
737	BLI	OGG	61	2681
738	BLI	PSP	53	1078
739	BLI	SAN	51	1142
740	BLI	SBA	163.5	1001
741	BLI	SEA	56.5	93
742	BLI	SFO	114.93	771
743	BLI	SNA	75.68	1071
744	BLI	TUS	50	1299
745	BLV	AZA	50	1272
746	BLV	FLL	50.5	1028
747	BLV	JAX	50	723
748	BLV	LAS	50	1400
749	BLV	MYR	51.5	696
750	BLV	PGD	50	921
751	BLV	PIE	50	841
752	BLV	SFB	50	835
753	BLV	VPS	50	587
754	BMI	ATL	288.5	533
755	BMI	DEN	50	834
756	BMI	MCO	51	936
757	BMI	PIE	50	936
758	BMI	SFB	50	917
759	BNA	ABQ	107	1123
760	BNA	ALB	110.31	825
761	BNA	AMA	131.33	847
762	BNA	ATL	50	214
763	BNA	AUS	52.33	756
764	BNA	BDL	92.19	852
765	BNA	BOI	141.25	1643
766	BNA	BOS	51	942
767	BNA	BUF	90.67	633
768	BNA	BUR	143.74	1791
769	BNA	BWI	51.09	587
770	BNA	CHS	53.09	439
771	BNA	CLE	50.49	448
772	BNA	CLT	50.32	328
773	BNA	CMH	51.58	337
774	BNA	CRP	156.71	857
775	BNA	CVG	82	230
776	BNA	DAB	75	580
777	BNA	DAL	50	623
778	BNA	DCA	50.69	562
779	BNA	DEN	50	1014
780	BNA	DFW	51.1	631
781	BNA	DSM	82	530
782	BNA	DTW	51.11	456
783	BNA	ECP	58.49	401
784	BNA	ELP	104.27	1167
785	BNA	EWR	71.03	748
786	BNA	FLL	50	793
787	BNA	GEG	153	1763
788	BNA	GRR	166.52	470
789	BNA	GSP	229	265
790	BNA	HOU	50.07	670
791	BNA	HRL	131	941
792	BNA	IAD	79.95	542
793	BNA	IAH	51.41	657
794	BNA	ICT	93.95	605
795	BNA	ILM	55	513
796	BNA	IND	72	249
797	BNA	ISP	122.2	803
798	BNA	JAX	50.03	483
799	BNA	KOA	289.05	4301
800	BNA	LAS	50	1587
801	BNA	LAX	51.5	1797
802	BNA	LBB	165.17	876
803	BNA	LGA	54.17	764
804	BNA	LIT	134.45	327
805	BNA	MAF	154.01	935
806	BNA	MCI	51.56	491
807	BNA	MCO	50	616
808	BNA	MDW	50.28	395
809	BNA	MHT	66.58	938
810	BNA	MIA	50	806
811	BNA	MKE	50	475
812	BNA	MLB	65	656
813	BNA	MSN	178.44	504
814	BNA	MSP	50.62	695
815	BNA	MSY	50.5	471
816	BNA	MYR	50	471
817	BNA	OAK	95.81	1959
818	BNA	OKC	50.22	616
819	BNA	OMA	120.26	612
820	BNA	ONT	113.75	1751
821	BNA	ORD	50.44	409
822	BNA	ORF	97.57	585
823	BNA	PBI	54.05	757
824	BNA	PDX	123.85	1973
825	BNA	PGD	50.5	692
826	BNA	PHL	50	675
827	BNA	PHX	68.68	1449
828	BNA	PIE	50	612
829	BNA	PIT	52.45	462
830	BNA	PNS	51	391
831	BNA	PVD	65	906
832	BNA	PWM	97	1010
833	BNA	RDU	50	442
834	BNA	RIC	51.5	527
835	BNA	RNO	142	1815
836	BNA	ROC	91.39	680
837	BNA	RSW	50	722
838	BNA	SAN	98.5	1751
839	BNA	SAT	84.19	822
840	BNA	SAV	50.5	417
841	BNA	SEA	50	1978
842	BNA	SFO	50	1969
843	BNA	SJC	117.81	1947
844	BNA	SJU	105.47	1753
845	BNA	SLC	51	1404
846	BNA	SMF	117.04	1917
847	BNA	SNA	129.2	1772
848	BNA	STL	50.5	272
849	BNA	SYR	51.5	741
850	BNA	TPA	50	612
851	BNA	TTN	51	706
852	BNA	TUL	89	515
853	BNA	TUS	110.19	1414
854	BNA	VPS	50	389
855	BOI	ABQ	93.58	781
856	BOI	AMA	154.09	965
857	BOI	ATL	148.71	1838
858	BOI	AUS	109.57	1375
859	BOI	AZA	50	749
860	BOI	BDL	103.5	2192
861	BOI	BNA	120.21	1643
862	BOI	BUR	80.41	656
863	BOI	BWI	152	2059
864	BOI	CLE	131.06	1750
865	BOI	CMH	176.44	1728
866	BOI	CVG	193	1661
867	BOI	DAL	101.79	1282
868	BOI	DCA	161	2049
869	BOI	DEN	50	649
870	BOI	DFW	70.5	1272
871	BOI	DSM	102	1157
872	BOI	ECP	183.56	1899
873	BOI	ELP	140.07	972
874	BOI	EWR	127.24	2147
875	BOI	FLL	151.55	2352
876	BOI	GEG	51	287
877	BOI	GRB	180.5	1394
878	BOI	GRR	219	1542
879	BOI	HOU	136.5	1501
880	BOI	IAD	175.21	2025
881	BOI	ICT	114.44	1066
882	BOI	IND	141.32	1563
883	BOI	LAS	50	519
884	BOI	LAX	50	674
885	BOI	LGA	151	2159
886	BOI	LGB	90.35	680
887	BOI	LIT	131.12	1419
888	BOI	MCI	146.36	1152
889	BOI	MCO	328.42	2194
890	BOI	MDW	106.62	1448
891	BOI	MEM	273	1516
892	BOI	MIA	144	2358
893	BOI	MKE	146	1423
894	BOI	MSP	51	1142
895	BOI	MSY	149.39	1706
896	BOI	OAK	50.02	512
897	BOI	OKC	148.18	1140
